term,aliases,category,definition,source_name,source_url
간접투자,[],ETF/펀드,"간접투자는 투자자가 직접 증권을 매수하는 대신 금융기관에 자금을 맡겨 대신 투자하도록 하는 방식입니다. 직접투자와 반대되는 개념으로, 금융기관이 예금 등의 형식으로 위탁받은 자금을 기업에 빌려주거나 증권에 투자하는 것을 의미합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
감리종목,[],시장/상장,감리종목은 주가의 비정상적인 움직임이나 매매 행위가 포착되어 감독기관의 조사 대상이 된 종목을 말합니다. 증권거래소는 시장 관리상 필요하다고 판단할 경우 일정 기간 매매 거래를 정지시킬 수 있습니다. 감리종목으로 지정되면 대용증권으로 활용할 수 없고 신용거래가 중단되는 등 거래 시 제약이 발생합니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
감자,[],공시/기업행위,"감자는 회사가 주식 금액이나 주식 수를 줄여 자본금을 낮추는 것을 말합니다. 증자와 반대되는 개념으로, 주식의 액면금액을 낮추거나 주식 소각 또는 병합을 통해 주식 수를 줄이는 방식으로 진행됩니다. 공시나 뉴스에서 기업의 자본금 변동을 설명할 때 쓰이며, 방식에 따라 주식 수나 액면가가 달라질 수 있습니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
감자 (reduction of capital),[],공시/기업행위,"감자는 기업이 자본금을 줄이는 것을 뜻합니다. 주식 수를 줄이거나 주식의 액면가를 낮추는 방식으로 진행되며, 주로 기업의 손실을 메우거나 재무 구조를 개선하기 위한 목적으로 공시됩니다. 회사의 실제 재산이 함께 줄어드는 실질적 감자와, 장부상 자본금만 줄어드는 형식적 감자로 나뉩니다. 주주와 채권자의 이해관계에 큰 영향을 미치는 결정이므로 주주총회 특별결의 등의 절차를 거치게 됩니다. 감자 사유와 방식에 따라 기업 상황이 다르므로 공시 내용을 면밀히 확인해야 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
감자차익,[],재무/회계,"감자차익은 기업이 자본금을 줄이는 과정(감자)에서 발생한 이익을 뜻합니다. 자본금을 줄인 액수가 주식을 소각하거나 주주에게 돌려준 비용, 또는 결손금을 메우는 데 쓴 금액보다 클 때 그 차액을 의미합니다. 재무제표상 자본준비금으로 적립되며, 기업의 자본 구조가 변하는 과정에서 발생하는 회계적 항목으로 공시나 재무제표에서 확인할 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
강세스프레드,[],파생/구조화상품,"강세스프레드는 선물이나 옵션 거래에서 기초자산의 가격이 상승할 때 이익을 얻기 위해 서로 다른 두 개의 계약을 동시에 매수하고 매도하는 전략입니다. 가격 상승에 따른 수익을 기대하면서도, 발생할 수 있는 손실 가능액을 줄이기 위해 두 개의 계약을 조합하여 활용하는 것이 특징입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
강형가설(strong form),[],주식 기초,"강형가설은 주가가 공개된 정보뿐만 아니라 기업 내부 정보와 사적 정보까지 모두 반영하고 있다는 가설입니다. 시장이 이상적으로 효율적이라 주가는 항상 공정한 가치를 나타내며, 어떤 투자자도 정보를 이용해 시장보다 우월한 주가 예측을 하기 어렵다는 의미를 담고 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
개방형,[],ETF/펀드,개방형은 투자자가 원할 때 언제든지 펀드를 환매할 수 있는 형태를 말합니다. 펀드나 ETF 상품 정보에서 투자자가 자금을 회수하고 싶을 때 언제든 환매를 신청할 수 있는 운용 방식을 설명할 때 주로 사용됩니다.,iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
개방형뮤추얼펀드,[],ETF/펀드,개방형뮤추얼펀드는 투자자가 원할 때 언제든지 투자한 자금의 상환을 청구할 수 있는 형태의 투자신탁입니다. 투자자는 회사가 정한 기준 가격으로 주식을 거래하여 언제든지 주주가 되거나 해약할 수 있습니다. 투자자의 요청에 따라 자본의 유입과 상환이 자유롭게 이루어지는 구조를 가집니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
개별경쟁매매,[],거래/주문/결제,"개별경쟁매매는 상장된 종목별로 매수와 매도 호가를 모아 가격을 결정하는 거래 방식입니다. 과거에는 거래소 내 특정 장소(포스트)에서 직접 호가를 집계하여 '포스트 매매'라고도 불렸으나, 현재는 전산 시스템을 통해 컴퓨터로 처리되고 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
개시증거금 (Initial Margin),[],파생/구조화상품,"개시증거금은 선물 거래를 시작할 때 계약 이행을 보증하기 위해 예치해야 하는 증거금입니다. 선물 포지션을 취할 때 요구되며, 발생할 수 있는 가격 변동폭을 감당할 수 있는 수준으로 설정됩니다. 거래소가 정한 최소 기준이 있으나 중개회사는 이보다 높은 수준의 증거금을 요구할 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
개인,[],수급/투자자,개인은 기관투자자와 외국인 투자자를 제외한 일반 대중 투자자를 뜻합니다. 주식 화면의 투자자별 매매 동향이나 수급 관련 뉴스에서 주요 투자 주체 중 하나로 분류됩니다. 특정 기관의 통제된 의사결정이 아닌 개별 투자자들의 판단에 따라 거래가 이루어지는 특징이 있습니다.,KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
갭 (gap),[],가격/차트,"갭은 주가 차트에서 전일의 가격 범위와 당일의 가격 범위 사이에 빈 공간이 나타나는 현상을 말합니다. 주가가 전일 고가보다 높은 수준에서 시작하거나 전일 저가보다 낮은 수준에서 시작할 때 발생하며, 가격 차이가 급격하게 벌어지는 것이 특징입니다. 차트 분석 시 발생 위치나 성격에 따라 보통 갭, 돌파 갭, 계속 갭, 소모 갭 등으로 구분하여 해석합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
갱신차금,[],파생/구조화상품,갱신차금은 선물가격 변동에 따른 손익을 증거금에 반영하기 위해 계산하는 차손익입니다. 전날까지 청산되지 않은 계약(미결제약정)을 당일의 결제가격으로 다시 평가하여 산출합니다. 선물 거래 과정에서 매일 발생하는 가격 변화를 투자자의 계좌 잔고에 반영하는 기준이 됩니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
거래단위,[],파생/구조화상품,"거래단위는 선물시장에서 거래되는 상품의 기본 거래 단위로, 선물계약 1건의 규모를 의미합니다. 거래소는 상품을 상장할 때 적정한 물량을 표준화하여 거래하도록 정하고 있습니다. 이렇게 정해진 하나의 단위를 '1계약'이라고 부르며, 매매 주문 시 입력하는 수량은 이 계약 건수를 뜻합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
거래대금,[],가격/차트,"거래대금은 주식의 가격에 거래량을 곱한 금액입니다. 개별 종목의 거래 규모를 파악할 때뿐만 아니라, 코스피와 코스닥 시장 전체의 거래대금 추이를 통해 시장의 동향을 분석하는 지표로 활용됩니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
거래량,[],가격/차트,거래량은 특정 기간 동안 시장에서 매수와 매도가 이루어져 거래된 주식의 총 수량을 의미합니다. 주가 차트나 거래 화면에서 시장의 수요와 공급 동향을 파악하는 주요 지표로 활용됩니다. 거래량의 변화 추이는 주가 움직임의 강도나 추세를 분석하는 데 중요한 참고 자료가 됩니다.,KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
거래량 이동 평균 (volume moving average),[],가격/차트,"거래량 이동 평균은 일정 기간 동안의 거래량을 산술 평균하여 나타낸 지표입니다. 주가 차트에서 거래량의 흐름과 추세를 파악할 때 사용하며, 6일(단기), 25일(중기), 75일(장기) 등 특정 기간의 거래량 합계를 해당 일수로 나누어 계산합니다. 거래량이 주가에 선행한다는 가정을 바탕으로 주가 변화를 분석하는 데 활용되나, 거래량의 증감이 항상 주가 방향과 일치하는 것은 아니므로 분석 시 주의가 필요합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
거래량 회전률(turnover ratio),[],가격/차트,"거래량 회전율은 거래량과 총 상장 주식 수의 비율을 백분율로 나타낸 지표입니다. 주식이 일정 기간 동안 얼마나 활발하게 매매되었는지 보여주며, 당일 거래량(6일 이동 평균)에 연간 거래일수(300일)를 곱한 값을 총 상장 주식 수로 나누어 계산합니다. 차트나 분석 화면에서 종목의 거래 활성도를 파악할 때 활용되나, 회전율의 높고 낮음이 주가의 향방을 직접적으로 결정하는 것은 아닙니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
거래량비율(volume ratio),[],가격/차트,"거래량비율(VR)은 일정 기간 동안 주가가 오른 날의 거래량 합계를 주가가 내린 날의 거래량 합계로 나누어 백분율로 나타낸 지표입니다. 주로 주가 차트에서 거래량의 추이를 분석해 시장의 과열이나 침체 정도를 가늠할 때 활용합니다. 보통 150%를 표준으로 보며, 450%를 초과하면 주가의 경계 신호로, 70% 수준이면 바닥권으로 해석하기도 합니다. 다만 수치에 따른 해석은 시장 상황이나 종목 특성에 따라 달라질 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
거래량위험 (volume risk),[],거래/주문/결제,거래량위험은 특정 시장에서 거래 규모가 과도하게 커짐에 따라 발생할 수 있는 손실 위험을 뜻합니다. 주로 금융기관이나 딜러가 거래할 수 있는 한도를 설정하고 관리함으로써 이 위험을 조절합니다. 과거 대형 금융 사고를 방지하기 위해 거래 한도를 정해두고 이를 초과하는지 예의 주시하는 방식으로 관리되기도 합니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
거래량지표,[],가격/차트,"거래량지표는 주식시장의 거래량을 활용해 시장의 흐름이나 투자 심리를 파악하는 지표입니다. 일정 기간의 총거래량을 상장주식 수로 나눈 '거래량 회전율'이 대표적이며, 이 수치가 높을수록 시장이 강세이거나 종목의 인기가 높다고 봅니다. 또한 거래가 발생한 종목 수나 일수의 비율을 통해 주식의 환금성과 시장성을 측정하기도 합니다. 지표의 수치에 따라 시장의 침체나 과열 상태를 판단하는 기준으로 쓰이지만, 개별 종목이나 시장 상황에 따라 유연하게 해석해야 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
거래소,[],시장/상장,거래소는 주식이나 지수 같은 기초자산이 상장되어 거래되는 장소를 말합니다. 한국거래소(KRX)나 홍콩증권거래소(HKEX)처럼 특정 자산의 매매가 이루어지는 시장이나 그 운영 기관을 의미합니다. 공시나 시장 정보에서 해당 자산이 어느 거래소에 속해 있는지 확인할 때 주로 쓰입니다.,iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
거래소영업일,[],거래/주문/결제,"거래소영업일은 거래소와 관련 거래소가 정규 거래 시간 동안 문을 열고 주식 거래가 이루어지는 날을 의미합니다. 주식의 주문, 체결, 결제 등 거래와 관련된 일정을 계산할 때 주요한 기준으로 사용됩니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
